Country,price_2017,ppp_2017,price_2016,ppp_2016,price_2015,ppp_2015,price_2014,ppp_2014,price_2013,ppp_2013,price_2012,ppp_2012,price_2011,ppp_2011,price_2010,ppp_2010,price_2009,ppp_2009,price_2008,ppp_2008,price_2007,ppp_2007,price_2006,ppp_2006,price_2005,ppp_2005,price_2004,ppp_2004,price_2003,ppp_2003,price_2002,ppp_2002,price_2001,ppp_2001,price_2000,ppp_2000
Venezuela,4.055555555555555,2066.037735849057,3.3832236695940647,430.55555555555554,0.6700507614213198,27.55741127348643,6.818181818181818,15.641293013555787,7.1518253047472236,9.875640087783468,7.9168267495605,7.8567302137492785,6.519739676108647,6.888068880688806,NA,NA,NA,NA,NA,NA,3.446188236389885,2170.0879765395894,2.262777923304678,1839.1129032258063,2.1295852632699783,1830.065359477124,1.48,1517.2413793103449,2.32,1365.3136531365315,2.92,1004.016064257028,NA,NA,NA,NA
Vietnam,2.6393929396238867,11320.754716981133,2.690582959641256,11904.761904761905,2.751031636863824,12526.096033402922,2.826189354686764,12513.03441084463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austria,3.8826300000000002,0.6415094339622641,3.9634200000000006,0.7142857142857143,3.7142535000000003,0.7077244258872651,4.5641264999999995,0.7069864442127216,4.3586925,0.7439648866130213,3.8673965000000003,0.7371461582900058,4.4299785,0.7601476014760147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,4.6248975,0.7641509433962264,4.348752500000001,0.7837301587301587,4.053905,0.7724425887265136,4.981495,0.7716371220020856,4.757275,0.8119970738844184,4.60693,0.8781051415366841,5.3761875,0.9225092250922509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,3.5971425,0.5943396226415094,3.4129450000000006,0.6150793650793651,3.2321675,0.6158663883089771,3.9044149999999993,0.6047966631908238,3.5358125,0.6035113386978785,2.4731940000000003,0.4714038128249567,3.1540300000000006,0.5412054120541205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,5.207292,0.860377358490566,5.06437,0.9126984126984127,4.492165,0.8559498956158663,5.520034999999999,0.8550573514077163,5.2715749999999995,0.8997805413313825,4.5463125,0.8665511265164645,5.3761875,0.9225092250922509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,4.681995,0.7735849056603773,4.513895,0.8134920634920634,4.492165,0.8559498956158663,5.2507649999999995,0.8133472367049009,5.014425,0.8558888076079005,4.36446,0.831889081455806,5.017775,0.8610086100861007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,4.4536050000000005,0.7358490566037736,4.172600500000001,0.751984126984127,3.9333834999999997,0.7494780793319415,4.9411045,0.7653806047966631,4.68013,0.7988295537673739,4.412954000000001,0.8411322934719816,4.87441,0.8364083640836407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,3.8255325000000004,0.6320754716981133,3.6881825000000004,0.6646825396825397,3.3417325,0.6367432150313151,4.106367499999999,0.6360792492179353,3.34295,0.570592538405267,3.25273505,0.6199884459849798,4.673699,0.8019680196801967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,4.647736500000001,0.7679245283018868,4.4038,0.7936507936507936,4.053905,0.7724425887265136,4.6987615,0.7278415015641294,4.448695,0.75932699341624,4.2311015,0.8064702484113231,5.44787,0.9348093480934808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,4.79619,0.7924528301886793,4.623990000000001,0.8333333333333334,4.3826,0.8350730688935282,5.1834475,0.8029197080291971,4.8215625,0.8229700073152889,4.36446,0.831889081455806,5.017775,0.8610086100861007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
