code,name,city,state,fare,adj_fare,year
FSD,Joe Foss Field,Sioux Falls,SD,298.64,471.09,1997
CHA,Lovell Field,Chattanooga,TN,382.96,604.11,1997
HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,445.94,703.45,1997
CAE,Columbia Metropolitan,Columbia,SC,356.26,561.99,1997
AVL,Asheville Regional,Asheville,NC,405.24,639.26,1997
MFR,Rogue Valley International - Medford,Medford,OR,278.39,439.16,1997
SGF,Springfield-Branson National,Springfield,MO,369.53,582.92,1997
BZN,Bozeman Yellowstone International,Bozeman,MT,418.87,660.76,1997
BLI,Bellingham International,Bellingham,WA,260.49,410.91,1997
ILM,Wilmington International,Wilmington,NC,416.04,656.3,1997
ITO,Hilo International,Hilo,HI,42.74,67.42,1997
LBB,Lubbock Preston Smith International,Lubbock,TX,127.7,201.45,1997
CAK,Akron-Canton Regional,Akron,OH,322.69,509.04,1997
VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,372.32,587.32,1997
FAI,Fairbanks International,Fairbanks,AK,265.53,418.87,1997
JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,374.59,590.91,1997
ACY,Atlantic City International,Atlantic City,NJ,212.99,335.98,1997
TTN,Trenton Mercer,Trenton,NJ,82.37,129.93,1997
ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,478.47,754.78,1997
FAR,Hector International,Fargo,ND,415.37,655.23,1997
PSC,Tri Cities,Pasco/Kennewick/Richland,WA,396.48,625.44,1997
FWA,Fort Wayne International,Fort Wayne,IN,379.89,599.27,1997
RDM,Roberts Field,Bend/Redmond,OR,280.03,441.75,1997
BIL,Billings Logan International,Billings,MT,390.34,615.75,1997
FNT,Bishop International,Flint,MI,339.27,535.19,1997
SBN,South Bend International,South Bend,IN,318.6,502.58,1997
MSO,Missoula International,Missoula,MT,374.41,590.63,1997
MLI,Quad City International,Moline,IL,363.9,574.04,1997
PIA,General Downing - Peoria International,Peoria,IL,357.43,563.84,1997
BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,316.53,499.32,1997
CHO,Charlottesville Albemarle,Charlottesville,VA,420.96,664.05,1997
SBA,Santa Barbara Municipal,Santa Barbara,CA,318.77,502.86,1997
MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,260.31,410.62,1997
TLH,Tallahassee International,Tallahassee,FL,407.94,643.51,1997
ATW,Appleton International,Appleton,WI,422.76,666.89,1997
AMA,Rick Husband Amarillo International,Amarillo,TX,146.92,231.76,1997
DAB,Daytona Beach International,Daytona Beach,FL,329.99,520.55,1997
AGS,Augusta Regional at Bush Field,Augusta,GA,471.12,743.19,1997
CRP,Corpus Christi International,Corpus Christi,TX,172.91,272.76,1997
BQN,Rafael Hernandez,Aguadilla,PR,188.5,297.36,1997
BIS,Bismarck Municipal,Bismarck/Mandan,ND,396.47,625.42,1997
ROA,Roanoke Blacksburg Regional Woodrum Field,Roanoke,VA,442.95,698.74,1997
BGR,Bangor International,Bangor,ME,336.97,531.57,1997
AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,378.04,596.35,1997
GRB,Green Bay Austin Straubel International,Green Bay,WI,362.46,571.76,1997
SHV,Shreveport Regional,Shreveport,LA,328.83,518.72,1997
HRL,Valley International,Harlingen/San Benito,TX,123.85,195.37,1997
STT,Cyril E King,Charlotte Amalie,VI,247.93,391.11,1997
GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,342.65,540.52,1997
FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,388.76,613.26,1997
GNV,Gainesville Regional,Gainesville,FL,395.08,623.23,1997
RAP,Rapid City Regional,Rapid City,SD,373.82,589.7,1997
MOB,Mobile Regional,Mobile,AL,387.55,611.34,1997
SBP,San Luis County Regional,San Luis Obispo,CA,347.31,547.87,1997
FCA,Glacier Park International,Kalispell,MT,342.23,539.86,1997
JNU,Juneau International,Juneau,AK,345.53,545.07,1997
MLB,Melbourne International,Melbourne,FL,381.3,601.49,1997
LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,299.57,472.56,1997
EVV,Evansville Regional,Evansville,IN,364.7,575.31,1997
SWF,Stewart International,Newburgh/Poughkeepsie,NY,380.39,600.05,1997
PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,269.56,425.23,1997
STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,303.26,478.38,1997
GJT,Grand Junction Regional,Grand Junction,CO,325.62,513.66,1997
BMI,Central Illinois Regional,Bloomington/Normal,IL,357.04,563.22,1997
TVC,Cherry Capital,Traverse City,MI,373.53,589.24,1997
TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,436,687.78,1997
CRW,Yeager,Charleston/Dunbar,WV,390.46,615.93,1997
EYW,Key West International,Key West,FL,284.8,449.26,1997
GTF,Great Falls International,Great Falls,MT,354.14,558.64,1997
OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,322.09,508.09,1997
MOT,Minot International,Minot,ND,398.04,627.9,1997
MRY,Monterey Regional,Monterey,CA,359.5,567.1,1997
JAC,Jackson Hole,Jackson,WY,406.82,641.74,1997
DRO,Durango La Plata County,Durango,CO,304.97,481.08,1997
RST,Rochester International,Rochester,MN,506.37,798.79,1997
LAN,Capital Region International,Lansing,MI,301.63,475.81,1997
ELM,Elmira/Corning Regional,Elmira/Corning,NY,438.12,691.13,1997
MGM,Montgomery Regional,Montgomery,AL,416.53,657.06,1997
RFD,Chicago/Rockford International,Rockford,IL,244.81,386.17,1997
STX,Henry E. Rohlsen,Christiansted,VI,243.21,383.66,1997
TOL,Toledo Express,Toledo,OH,332.8,524.98,1997
AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,409.8,646.45,1997
IDA,Idaho Falls Regional,Idaho Falls,ID,416.76,657.43,1997
ASE,Aspen Pitkin County Sardy Field,Aspen,CO,351.14,553.92,1997
LBE,Arnold Palmer Regional,Latrobe,PA,452.31,713.51,1997
DLH,Duluth International,Duluth,MN,442.03,697.29,1997
HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,437.1,689.51,1997
MBS,MBS International,Saginaw/Bay City/Midland,MI,379.29,598.32,1997
SGU,St George Regional,St. George,UT,462.49,729.56,1997
SCE,University Park,State College,PA,491.66,775.58,1997
GFK,Grand Forks International,Grand Forks,ND,394.07,621.63,1997
COU,Columbia Regional,Columbia,MO,461.63,728.22,1997
CWA,Central Wisconsin,Mosinee,WI,378.98,597.83,1997
EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,355.01,560.02,1997
HLN,Helena Regional,Helena,MT,405.99,640.44,1997
BFL,Meadows Field,Bakersfield,CA,449.44,708.98,1997
LNK,Lincoln Airport,Lincoln,NE,294.82,465.07,1997
CMI,University of Illinois/Willard,Champaign/Urbana,IL,368.99,582.08,1997
LSE,La Crosse Regional,La Crosse,WI,428.88,676.54,1997
AEX,Alexandria International,Alexandria,LA,343.35,541.62,1997
PSE,Mercedita,Ponce,PR,212.99,335.99,1997
MLU,Monroe Regional,Monroe,LA,347.42,548.04,1997
ITH,Ithaca Tompkins Regional,Ithaca/Cortland,NY,399.84,630.74,1997
LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,558.66,881.27,1997
KTN,Ketchikan International,Ketchikan,AK,361.31,569.96,1997
ERI,Erie International/Tom Ridge Field,Erie,PA,380.26,599.84,1997
CPR,Casper/Natrona County International,Casper,WY,367.82,580.23,1997
ORH,Worcester Regional,Worcester,MA,281.69,444.36,1997
LRD,Laredo International,Laredo,TX,403.98,637.27,1997
BRO,Brownsville South Padre Island International,Brownsville,TX,257.34,405.95,1997
SPI,Abraham Lincoln Capital,Springfield,IL,387.82,611.77,1997
FSM,Fort Smith Regional,Fort Smith,AR,368.57,581.4,1997
ABI,Abilene Regional,Abilene,TX,404.65,638.33,1997
SAF,Santa Fe Municipal,Santa Fe,NM,335.64,529.47,1997
MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,333.51,526.1,1997
GRI,Central Nebraska Regional,Grand Island,NE,268.49,423.54,1997
GUM,Guam International,Guam,TT,418.09,659.53,1997
YUM,Yuma MCAS/Yuma International,Yuma,AZ,245.89,387.88,1997
ISN,Sloulin Field International,Williston,ND,433.79,684.29,1997
BET,Bethel Airport,Bethel,AK,631.65,996.41,1997
CLL,Easterwood Field,College Station/Bryan,TX,323.34,510.07,1997
YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,249.7,393.89,1997
SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,455.06,717.84,1997
MTJ,Montrose Regional,Montrose/Delta,CO,300.4,473.88,1997
SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,321.87,507.74,1997
ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,270.66,426.95,1997
